cenario,padrao_trafego,acordo,cifra,num_msgs,msgs_por_rotacao,rotacoes,kem_ms_mean,kem_ms_std,kem_ms_ci95,cipher_ms_mean,cipher_ms_std,cipher_ms_ci95,kem_bw_mean,kem_bw_std,kem_bw_ci95,msg_bw_mean,msg_bw_std,msg_bw_ci95,text_msgs,image_msgs,file_msgs,system_msgs,kem_normal,cipher_normal,kem_bw_normal,msg_bw_normal,kem_stat_type,cipher_stat_type,kem_bw_stat_type,msg_bw_stat_type,kem_outliers,cipher_outliers,kem_bw_outliers,msg_bw_outliers,kem_extreme_outliers,cipher_extreme_outliers,kem_bw_extreme_outliers,msg_bw_extreme_outliers,kem_sample_size,cipher_sample_size,kem_bw_sample_size,msg_bw_sample_size
SystemChannel,Periodic,Olm-Híbrido,Megolm-Like,1000,10,100,29.5191,0.2895,0.0802,50376.2813,1706.6753,473.0662,230400.00,0.00,0.00,226143656.04,44123882.04,12230516.11,252.9,98.6,150.9,497.7,true,true,true,true,parametric,parametric,parametric,parametric,1,1,0,1,0,0,0,0,50,50,50,50
SystemChannel,Random,Olm-Clássico,AES-GCM,1000,10,100,16.6548,0.1961,0.0543,38121.4471,1028.6887,285.1380,3200.00,0.00,0.00,221907966.40,35876312.32,9944406.42,253.1,99.8,149.6,497.6,true,true,true,true,parametric,parametric,parametric,parametric,0,0,0,0,0,0,0,0,50,50,50,50
SystemChannel,Random,Olm-Clássico,ChaCha20,1000,10,100,16.6969,0.2005,0.0556,37859.5269,1082.4118,300.0292,3200.00,0.00,0.00,221964368.80,40128660.73,11123097.26,247.9,100.6,151.3,500.2,true,true,true,true,parametric,parametric,parametric,parametric,3,0,0,0,0,0,0,0,50,50,50,50
SystemChannel,Random,Olm-Clássico,Megolm-Like,1000,10,100,16.6585,0.1696,0.0470,38065.8125,1087.1332,301.3379,3200.00,0.00,0.00,226808578.52,44918662.00,12450817.88,247.7,100.8,150.5,501.0,true,true,true,true,parametric,parametric,parametric,parametric,3,0,0,0,0,0,0,0,50,50,50,50
SystemChannel,Random,Olm-Híbrido,AES-GCM,1000,10,100,29.4446,0.2922,0.0818,38305.1051,1220.7526,338.3754,230400.00,0.00,0.00,219232136.92,42522691.67,11786688.78,249.2,98.8,150.6,501.4,true,true,true,true,parametric,parametric,parametric,parametric,1,2,0,1,1,0,0,0,49,50,50,50
SystemChannel,Random,Olm-Híbrido,ChaCha20,1000,10,100,29.3237,0.2948,0.0817,37904.6244,916.7423,254.1080,230400.00,0.00,0.00,212640843.00,35221529.21,9762909.80,250.1,100.1,147.7,502.1,true,true,true,true,parametric,parametric,parametric,parametric,0,0,0,0,0,0,0,0,50,50,50,50
SystemChannel,Random,Olm-Híbrido,Megolm-Like,1000,10,100,29.5771,0.3662,0.1015,37834.4298,1091.8088,302.6340,230400.00,0.00,0.00,218700571.36,38086978.43,10557171.80,250.4,100.6,149.4,499.6,true,true,true,true,parametric,parametric,parametric,parametric,0,0,0,0,0,0,0,0,50,50,50,50
SystemChannel,Realistic,Olm-Clássico,AES-GCM,1000,10,100,16.7202,0.1531,0.0424,54797.6878,1479.2542,410.0284,3200.00,0.00,0.00,218644947.86,37041399.35,10267352.07,251.5,97.0,150.9,500.6,true,true,true,true,parametric,parametric,parametric,parametric,0,0,0,1,0,0,0,0,50,50,50,50
SystemChannel,Realistic,Olm-Clássico,ChaCha20,1000,10,100,16.6764,0.1566,0.0452,54705.2484,1625.9139,450.6803,3200.00,0.00,0.00,215956304.46,33451012.94,9272147.73,248.1,99.4,150.2,502.3,true,true,true,true,parametric,parametric,parametric,parametric,4,1,0,0,1,0,0,0,46,50,50,50
SystemChannel,Realistic,Olm-Clássico,Megolm-Like,1000,10,100,16.7223,0.1660,0.0465,54956.1729,1281.6629,355.2588,3200.00,0.00,0.00,228157754.22,42884761.73,11887049.49,249.7,103.2,152.1,495.0,true,true,true,true,parametric,parametric,parametric,parametric,1,1,0,1,1,0,0,0,49,50,50,50
SystemChannel,Realistic,Olm-Híbrido,AES-GCM,1000,10,100,29.5996,0.3084,0.0872,55023.4335,1579.2139,437.7358,230400.00,0.00,0.00,226421246.50,34375023.10,9528270.28,251.2,98.1,149.6,501.2,true,true,true,true,parametric,parametric,parametric,parametric,2,0,0,0,1,0,0,0,48,50,50,50
SystemChannel,Realistic,Olm-Híbrido,ChaCha20,1000,10,100,29.6142,0.2856,0.0792,54961.5340,1459.0678,404.4330,230400.00,0.00,0.00,227051163.88,35342301.41,9796386.15,251.6,99.8,151.7,496.9,true,true,true,true,parametric,parametric,parametric,parametric,0,1,0,0,0,0,0,0,50,50,50,50
SystemChannel,Realistic,Olm-Híbrido,Megolm-Like,1000,10,100,29.7573,0.2824,0.0799,54931.5172,1503.3597,416.7100,230400.00,0.00,0.00,222089600.00,40766080.94,11299781.13,248.7,97.8,149.5,504.0,true,true,true,true,parametric,parametric,parametric,parametric,2,0,0,2,1,0,0,0,48,50,50,50
